day,region,pm10,nitrogen_dioxide,ozone,sulphur_dioxide,subindex_pm10,subindex_no2,subindex_o3,subindex_so2,indice_atmo
2023-01-01,Auvergne-Rhône-Alpes,14.954166,3.4750001,65.125,0.83750004,3,1,3,1,3
2023-01-01,Bourgogne-Franche-Comté,13.3,3.7958333,65.25,0.7416666,3,1,3,1,3
2023-01-01,Bretagne,9.845834,3.3958333,72.0,0.27083334,2,1,3,1,3
2023-01-01,Centre-Val de Loire,13.75,2.8374999,60.25,0.7708333,3,1,3,1,3
2023-01-01,Corse,8.979167,2.2083333,58.0,0.34166667,2,1,3,1,3
2023-01-01,Grand Est,11.337501,2.8291667,59.625,0.65000004,2,1,3,1,3
2023-01-01,Guadeloupe,18.85,1.5729166,65.5,0.19583334,3,1,3,1,3
2023-01-01,Guyane,3.6375,0.05,43.333333333333336,0.06875,1,1,2,1,2
2023-01-01,Hauts-de-France,11.254167,3.9624999,60.375,0.6,2,1,3,1,3
2023-01-01,La Réunion,8.458333,0.7083333,45.375,0.35,2,1,2,1,2
2023-01-01,Martinique,23.670832,2.4020834,72.125,0.8729167,4,1,3,1,4
2023-01-01,Mayotte,14.354167,0.0,25.5,0.16875,3,1,1,1,3
2023-01-01,Normandie,10.275,2.9624999,71.0,0.3375,2,1,3,1,3
2023-01-01,Nouvelle-Aquitaine,14.724999,3.5333335,60.625,0.8333333,3,1,3,1,3
2023-01-01,Occitanie,14.820834,3.1291666,65.25,0.6625,3,1,3,1,3
2023-01-01,Pays de la Loire,12.833333,2.7041667,66.85714285714286,0.37083337,2,1,3,1,3
2023-01-01,Provence-Alpes-Côte d'Azur,10.537499,2.3166666,60.625,0.32083336,2,1,3,1,3
2023-01-01,Île-de-France,15.383334,7.616667,55.0,1.375,3,1,3,1,3
2023-01-02,Auvergne-Rhône-Alpes,14.316667,5.9041667,71.0,0.93333334,3,1,3,1,3
2023-01-02,Bourgogne-Franche-Comté,13.208333,6.2000003,70.0,0.58750004,3,1,3,1,3
2023-01-02,Bretagne,7.625,6.7333336,63.625,0.4375,2,1,3,1,3
2023-01-02,Centre-Val de Loire,7.7208333,3.5,72.125,0.32500002,2,1,3,1,3
2023-01-02,Corse,9.6875,3.175,53.5,0.5208333,2,1,2,1,2
2023-01-02,Grand Est,11.670834,3.3083334,63.75,0.59999996,2,1,3,1,3
2023-01-02,Guadeloupe,21.25,1.56875,61.5,0.22500001,4,1,3,1,4
2023-01-02,Guyane,4.1833334,0.077083334,40.0,0.09166667,1,1,2,1,2
2023-01-02,Hauts-de-France,7.6041665,7.5750003,57.625,0.6375,2,1,3,1,3
2023-01-02,La Réunion,9.587501,0.7166667,47.0,0.34583333,2,1,2,1,2
2023-01-02,Martinique,27.0625,2.8541667,63.0,0.96875,5,1,3,1,5
2023-01-02,Mayotte,11.5,0.008333334,24.0,0.1375,2,1,1,1,2
2023-01-02,Normandie,7.0166664,7.7875,67.125,0.32083336,2,1,3,1,3
2023-01-02,Nouvelle-Aquitaine,11.037499,5.525,63.375,0.6041667,2,1,3,1,3
2023-01-02,Occitanie,13.420834,4.8375,75.0,0.8875,3,1,3,1,3
2023-01-02,Pays de la Loire,7.2125,5.2541666,64.875,0.52916664,2,1,3,1,3
2023-01-02,Provence-Alpes-Côte d'Azur,15.462501,4.5750003,53.875,0.625,3,1,2,1,3
2023-01-02,Île-de-France,9.3125,16.291666,57.625,1.3375,2,1,3,1,3
2023-01-03,Auvergne-Rhône-Alpes,8.666667,11.420834,53.75,0.7291667,2,1,2,1,2
2023-01-03,Bourgogne-Franche-Comté,8.045834,5.5833335,53.125,0.2541667,2,1,2,1,2
2023-01-03,Bretagne,8.945833,3.9125001,71.625,0.42499998,2,1,3,1,3
2023-01-03,Centre-Val de Loire,7.7083335,3.8708334,59.875,0.28333333,2,1,3,1,3
2023-01-03,Corse,10.645833,3.8208332,59.75,0.40833333,2,1,3,1,3
2023-01-03,Grand Est,7.5458336,3.7708333,57.0,0.28333333,2,1,3,1,3
2023-01-03,Guadeloupe,22.85,1.7229166,65.5,0.24583334,4,1,3,1,4
2023-01-03,Guyane,5.3958335,0.06041667,39.2,0.058333334,1,1,2,1,2
2023-01-03,Hauts-de-France,11.066667,6.991667,55.125,0.60833335,2,1,3,1,3
2023-01-03,La Réunion,9.583333,0.44583333,51.625,0.64375,2,1,2,1,2
2023-01-03,Martinique,27.275,2.2916667,66.25,0.79583335,5,1,3,1,5
2023-01-03,Mayotte,8.087501,0.010416667,24.333333333333332,0.06666667,2,1,1,1,2
2023-01-03,Normandie,7.7833333,5.879167,68.0,0.5,2,1,3,1,3
2023-01-03,Nouvelle-Aquitaine,12.970833,7.125,44.625,0.5083333,2,1,2,1,2
2023-01-03,Occitanie,9.666667,6.7666664,53.25,0.4375,2,1,2,1,2
2023-01-03,Pays de la Loire,9.466666,5.945833,69.625,0.6875,2,1,3,1,3
2023-01-03,Provence-Alpes-Côte d'Azur,16.608334,5.6416664,40.0,0.5,3,1,2,1,3
2023-01-03,Île-de-France,11.849999,13.2,54.125,1.1416667,2,1,3,1,3
2023-01-04,Auvergne-Rhône-Alpes,15.504167,17.929167,37.875,1.0749999,3,1,2,1,3
2023-01-04,Bourgogne-Franche-Comté,7.0791664,4.875,57.0,0.33333334,2,1,3,1,3
2023-01-04,Bretagne,6.8250003,3.8875,73.4,0.26666668,2,1,3,1,3
2023-01-04,Centre-Val de Loire,5.4666667,2.7291667,62.0,0.44583333,1,1,3,1,3
2023-01-04,Corse,9.974999,3.1333332,57.375,0.36666667,2,1,3,1,3
2023-01-04,Grand Est,5.5875,2.4833333,60.75,0.275,1,1,3,1,3
2023-01-04,Guadeloupe,20.154167,1.5041666,63.625,0.18958335,4,1,3,1,4
2023-01-04,Guyane,2.5791667,0.052083332,40.75,0.047916666,1,1,2,1,2
2023-01-04,Hauts-de-France,5.775,3.8458335,64.0,0.42916667,1,1,3,1,3
2023-01-04,La Réunion,11.691667,0.25833336,26.0,0.26458332,2,1,1,1,2
2023-01-04,Martinique,20.8125,2.51875,63.625,0.7833333,4,1,3,1,4
2023-01-04,Mayotte,9.445833,0.025,27.375,0.079166666,2,1,1,1,2
2023-01-04,Normandie,4.6833334,3.5333335,70.375,0.22916667,1,1,3,1,3
2023-01-04,Nouvelle-Aquitaine,10.2,6.3875003,41.285714285714285,0.7083333,2,1,2,1,2
2023-01-04,Occitanie,14.170834,7.8916664,42.75,0.6166667,3,1,2,1,3
2023-01-04,Pays de la Loire,8.158334,3.3958333,72.0,0.57916665,2,1,3,1,3
2023-01-04,Provence-Alpes-Côte d'Azur,11.370833,6.4375,39.5,0.35833335,2,1,2,1,2
2023-01-04,Île-de-France,5.7999997,7.8416667,64.0,1.1875,1,1,3,1,3
2023-01-05,Auvergne-Rhône-Alpes,11.616666,12.416667,44.375,0.72499996,2,1,2,1,2
2023-01-05,Bourgogne-Franche-Comté,5.1833334,4.795833,58.0,0.16250001,1,1,3,1,3
2023-01-05,Bretagne,8.779166,5.133333,65.875,0.35000002,2,1,3,1,3
2023-01-05,Centre-Val de Loire,5.2000003,3.425,67.0,0.29166666,1,1,3,1,3
2023-01-05,Corse,9.5125,2.8458335,56.375,0.26250002,2,1,3,1,3
2023-01-05,Grand Est,5.933333,3.7333333,55.5,0.19583334,1,1,3,1,3
2023-01-05,Guadeloupe,23.291666,0.87916666,67.625,0.14791667,4,1,3,1,4
2023-01-05,Guyane,3.3666668,0.06041667,43.6,0.1,1,1,2,1,2
2023-01-05,Hauts-de-France,10.979167,6.1124997,66.0,0.58750004,2,1,3,1,3
2023-01-05,La Réunion,15.208333,0.28125,27.125,0.20625001,3,1,1,1,3
2023-01-05,Martinique,26.904167,2.3687499,65.5,0.7833333,4,1,3,1,4
2023-01-05,Mayotte,13.841667,0.0020833334,25.125,0.10208333,3,1,1,1,3
2023-01-05,Normandie,6.195833,5.266667,67.0,0.25833336,2,1,3,1,3
2023-01-05,Nouvelle-Aquitaine,13.3875,8.162499,43.75,0.5541667,3,1,2,1,3
2023-01-05,Occitanie,20.9375,12.616666,43.5,1.1166667,4,1,2,1,4
2023-01-05,Pays de la Loire,7.3958335,5.879167,67.0,0.84583336,2,1,3,1,3
2023-01-05,Provence-Alpes-Côte d'Azur,8.979167,7.1708336,46.625,0.41666666,2,1,2,1,2
2023-01-05,Île-de-France,6.2374997,14.345833,60.666666666666664,1.3000001,2,1,3,1,3
2023-01-06,Auvergne-Rhône-Alpes,10.533334,15.670834,43.125,1.4625,2,1,2,1,2
2023-01-06,Bourgogne-Franche-Comté,6.3333335,5.679167,62.25,0.21666668,2,1,3,1,3
2023-01-06,Bretagne,7.6124997,4.170833,69.0,0.5125,2,1,3,1,3
2023-01-06,Centre-Val de Loire,6.0499997,3.5958335,59.0,0.3125,2,1,3,1,3
2023-01-06,Corse,7.491667,4.1125,51.75,0.25833336,2,1,2,1,2
2023-01-06,Grand Est,5.695833,2.5791667,65.0,0.25,1,1,3,1,3
2023-01-06,Guadeloupe,23.866667,0.89166665,69.5,0.14375,4,1,3,1,4
2023-01-06,Guyane,5.3416667,0.043750003,48.5,0.052083332,1,1,2,1,2
2023-01-06,Hauts-de-France,4.7166667,4.5625,61.2,0.55833334,1,1,3,1,3
2023-01-06,La Réunion,17.425001,0.27291667,32.25,0.22708334,3,1,2,1,3
2023-01-06,Martinique,27.916666,1.8729167,70.125,0.65416664,5,1,3,1,5
2023-01-06,Mayotte,10.0125,0.016666668,26.25,0.05416667,2,1,1,1,2
2023-01-06,Normandie,4.304167,3.9916668,68.16666666666667,0.36666667,1,1,3,1,3
2023-01-06,Nouvelle-Aquitaine,15.620833,7.691667,50.75,0.29166666,3,1,2,1,3
2023-01-06,Occitanie,19.266666,11.804166,42.125,0.5833333,3,1,2,1,3
2023-01-06,Pays de la Loire,8.375,4.9333334,62.375,0.8041666,2,1,3,1,3
2023-01-06,Provence-Alpes-Côte d'Azur,10.8,6.15,50.625,0.42916667,2,1,2,1,2
2023-01-06,Île-de-France,7.183333,10.6875,60.5,1.3000001,2,1,3,1,3
2023-01-07,Auvergne-Rhône-Alpes,9.433333,9.891667,66.375,0.9083333,2,1,3,1,3
2023-01-07,Bourgogne-Franche-Comté,9.3625,7.191667,58.0,1.025,2,1,3,1,3
2023-01-07,Bretagne,10.466666,2.6708333,76.125,0.625,2,1,3,1,3
2023-01-07,Centre-Val de Loire,6.308333,3.3374999,61.125,0.42083335,2,1,3,1,3
2023-01-07,Corse,7.1541667,2.75,62.75,0.26666668,2,1,3,1,3
2023-01-07,Grand Est,7.7291665,4.195833,54.875,0.65000004,2,1,3,1,3
2023-01-07,Guadeloupe,20.745832,1.0520834,58.25,0.16458334,4,1,3,1,4
2023-01-07,Guyane,5.2125,0.077083334,48.0,0.10208333,1,1,2,1,2
2023-01-07,Hauts-de-France,5.8958335,5.0916667,55.875,0.89166665,1,1,3,1,3
2023-01-07,La Réunion,18.170834,0.27083334,39.625,0.23125,3,1,2,1,3
2023-01-07,Martinique,24.495834,3.2729168,59.625,1.1541667,4,1,3,1,4
2023-01-07,Mayotte,10.595834,0.0,25.0,0.06666667,2,1,1,1,2
2023-01-07,Normandie,6.5375,3.2208335,68.25,0.5,2,1,3,1,3
2023-01-07,Nouvelle-Aquitaine,9.670834,5.4791665,50.0,0.47083333,2,1,2,1,2
2023-01-07,Occitanie,11.716667,5.570833,58.75,0.84583336,2,1,3,1,3
2023-01-07,Pays de la Loire,9.145833,3.4624999,70.25,0.5541667,2,1,3,1,3
2023-01-07,Provence-Alpes-Côte d'Azur,8.008333,4.3624997,63.375,0.45000002,2,1,3,1,3
2023-01-07,Île-de-France,7.183333,6.5458336,58.0,1.1291667,2,1,3,1,3
2023-01-08,Auvergne-Rhône-Alpes,5.9041667,4.795833,74.75,0.6125,1,1,3,1,3
2023-01-08,Bourgogne-Franche-Comté,5.1,3.4416666,67.25,0.25,1,1,3,1,3
2023-01-08,Bretagne,9.966666,3.0333335,74.375,0.3,2,1,3,1,3
2023-01-08,Centre-Val de Loire,3.9291668,1.6958333,75.25,0.125,1,1,3,1,3
2023-01-08,Corse,6.3416667,2.4708333,68.375,0.26666668,2,1,3,1,3
2023-01-08,Grand Est,4.445833,2.1791666,68.75,0.22916667,1,1,3,1,3
2023-01-08,Guadeloupe,26.691666,1.0124999,67.125,0.16666667,4,1,3,1,4
2023-01-08,Guyane,6.3458333,0.13541667,48.0,0.16458334,2,1,2,1,2
2023-01-08,Hauts-de-France,5.3250003,2.7375,70.0,0.45416665,1,1,3,1,3
2023-01-08,La Réunion,17.158333,0.32500002,39.75,0.24374999,3,1,2,1,3
2023-01-08,Martinique,25.958334,3.5291665,66.625,1.35,4,1,3,1,4
2023-01-08,Mayotte,12.095833,0.0,29.0,0.114583336,2,1,1,1,2
2023-01-08,Normandie,7.5791664,2.8125,75.125,0.35416666,2,1,3,1,3
2023-01-08,Nouvelle-Aquitaine,4.9583335,2.6541667,66.875,0.3125,1,1,3,1,3
2023-01-08,Occitanie,13.841667,5.9083333,52.875,0.44583333,3,1,2,1,3
2023-01-08,Pays de la Loire,9.087501,2.8708334,74.125,0.40416667,2,1,3,1,3
2023-01-08,Provence-Alpes-Côte d'Azur,9.291667,4.0916667,68.25,0.45000002,2,1,3,1,3
2023-01-08,Île-de-France,5.7999997,5.491667,71.375,0.99583334,1,1,3,1,3
2023-01-09,Auvergne-Rhône-Alpes,5.383333,6.7374997,75.0,0.45416665,1,1,3,1,3
2023-01-09,Bourgogne-Franche-Comté,6.1416664,2.175,78.6,0.2,2,1,3,1,3
2023-01-09,Bretagne,10.454167,4.525,77.0,0.30833334,2,1,3,1,3
2023-01-09,Centre-Val de Loire,7.679167,2.7,76.5,0.34166667,2,1,3,1,3
2023-01-09,Corse,6.245833,1.6750001,75.25,0.2875,2,1,3,1,3
2023-01-09,Grand Est,6.5,2.7916667,73.375,0.27916667,2,1,3,1,3
2023-01-09,Guadeloupe,23.6625,1.0916667,63.25,0.19166666,4,1,3,1,4
2023-01-09,Guyane,5.554167,0.05,47.5,0.052083332,1,1,2,1,2
2023-01-09,Hauts-de-France,7.866667,4.679167,70.125,0.5125,2,1,3,1,3
2023-01-09,La Réunion,14.516666,0.30208334,40.25,0.21249999,3,1,2,1,3
2023-01-09,Martinique,26.691666,2.9645834,62.0,1.0979167,4,1,3,1,4
2023-01-09,Mayotte,5.554167,0.008333334,32.5,0.05416667,1,1,2,1,2
2023-01-09,Normandie,10.570833,4.8625,77.66666666666667,0.26250002,2,1,3,1,3
2023-01-09,Nouvelle-Aquitaine,11.900001,3.5625,74.625,0.17916667,2,1,3,1,3
2023-01-09,Occitanie,6.9541664,3.1875,72.75,0.22916667,2,1,3,1,3
2023-01-09,Pays de la Loire,9.912499,3.9958334,76.0,0.48333335,2,1,3,1,3
2023-01-09,Provence-Alpes-Côte d'Azur,5.8125,3.1791668,75.625,0.21249999,1,1,3,1,3
2023-01-09,Île-de-France,8.816667,11.212501,71.25,1.2041667,2,1,3,1,3
2023-01-10,Auvergne-Rhône-Alpes,11.583333,13.691667,69.0,0.875,2,1,3,1,3
2023-01-10,Bourgogne-Franche-Comté,10.566667,5.808333,74.0,0.39583334,2,1,3,1,3
2023-01-10,Bretagne,10.570833,3.9833333,63.375,0.27916667,2,1,3,1,3
2023-01-10,Centre-Val de Loire,7.179167,3.2749999,59.0,0.375,2,1,3,1,3
2023-01-10,Corse,8.216666,2.9750001,73.0,0.17083333,2,1,3,1,3
2023-01-10,Grand Est,9.958333,3.4916668,66.0,0.37083337,2,1,3,1,3
2023-01-10,Guadeloupe,27.529167,0.6041667,64.25,0.15625,5,1,3,1,5
2023-01-10,Guyane,7.8416667,0.043750003,45.75,0.052083332,2,1,2,1,2
2023-01-10,Hauts-de-France,10.395833,6.3333335,60.0,0.5208333,2,1,3,1,3
2023-01-10,La Réunion,9.941667,0.55,44.125,0.48958334,2,1,2,1,2
2023-01-10,Martinique,29.308334,3.5874999,60.5,1.2604166,5,1,3,1,5
2023-01-10,Mayotte,4.945833,0.0,33.0,0.075,1,1,2,1,2
2023-01-10,Normandie,8.420834,4.6833334,67.0,0.24166667,2,1,3,1,3
2023-01-10,Nouvelle-Aquitaine,12.295834,4.85,56.0,0.8333333,2,1,3,1,3
2023-01-10,Occitanie,14.474999,8.508333,68.0,0.7416666,3,1,3,1,3
2023-01-10,Pays de la Loire,9.941667,4.491667,59.5,0.41250002,2,1,3,1,3
2023-01-10,Provence-Alpes-Côte d'Azur,4.475,3.2333333,72.85714285714286,0.22916667,1,1,3,1,3
2023-01-10,Île-de-France,10.2,12.558333,57.0,1.1458334,2,1,3,1,3
2023-01-11,Auvergne-Rhône-Alpes,10.7375,14.166667,48.25,0.6125,2,1,2,1,2
2023-01-11,Bourgogne-Franche-Comté,8.716666,5.5208335,63.5,0.3,2,1,3,1,3
2023-01-11,Bretagne,15.033333,4.4708333,70.4,0.35000002,3,1,3,1,3
2023-01-11,Centre-Val de Loire,9.358334,3.2791665,71.5,0.45416668,2,1,3,1,3
2023-01-11,Corse,6.0166664,3.0333335,73.0,0.27916667,2,1,3,1,3
2023-01-11,Grand Est,6.4874997,3.675,61.5,0.375,2,1,3,1,3
2023-01-11,Guadeloupe,19.5625,0.86875004,65.125,0.18958335,3,1,3,1,3
2023-01-11,Guyane,5.079167,0.06458334,47.2,0.07083333,1,1,2,1,2
2023-01-11,Hauts-de-France,10.3875,4.329167,67.75,0.4625,2,1,3,1,3
2023-01-11,La Réunion,16.266666,0.37708333,37.5,0.29375002,3,1,2,1,3
2023-01-11,Martinique,23.4375,4.1625,63.125,1.7916666,4,1,3,1,4
2023-01-11,Mayotte,4.4791665,0.0,28.0,0.06041667,1,1,1,1,1
2023-01-11,Normandie,12.912499,4.3958335,71.375,0.3791667,2,1,3,1,3
2023-01-11,Nouvelle-Aquitaine,13.216667,5.0375,63.25,0.44583333,3,1,3,1,3
2023-01-11,Occitanie,13.820834,8.429167,45.125,0.48749998,3,1,2,1,3
2023-01-11,Pays de la Loire,15.116666,4.3958335,69.875,0.7708333,3,1,3,1,3
2023-01-11,Provence-Alpes-Côte d'Azur,6.4708333,6.0750003,58.25,0.22500001,2,1,3,1,3
2023-01-11,Île-de-France,10.591666,11.258334,62.25,1.2208333,2,1,3,1,3
2023-01-12,Auvergne-Rhône-Alpes,13.379167,17.658333,45.5,0.8541667,3,1,2,1,3
2023-01-12,Bourgogne-Franche-Comté,9.191667,3.0375001,66.375,0.22916667,2,1,3,1,3
2023-01-12,Bretagne,9.629167,3.4333334,75.625,0.26666668,2,1,3,1,3
2023-01-12,Centre-Val de Loire,9.1875,1.7541666,73.625,0.26666668,2,1,3,1,3
2023-01-12,Corse,5.8958335,3.9291668,64.875,0.2875,1,1,3,1,3
2023-01-12,Grand Est,8.216666,1.9250001,67.0,0.27083334,2,1,3,1,3
2023-01-12,Guadeloupe,15.366666,1.3041667,66.5,0.25208333,3,1,3,1,3
2023-01-12,Guyane,6.558333,0.06875,49.125,0.05416667,2,1,2,1,2
2023-01-12,Hauts-de-France,7.7916665,3.4125001,68.625,0.38750002,2,1,3,1,3
2023-01-12,La Réunion,14.691667,0.27291667,41.875,0.27916667,3,1,2,1,3
2023-01-12,Martinique,15.391666,3.33125,63.375,1.3666667,3,1,3,1,3
2023-01-12,Mayotte,3.6083333,0.0,26.375,0.06875,1,1,1,1,1
2023-01-12,Normandie,8.087501,3.4083335,74.625,0.26250002,2,1,3,1,3
2023-01-12,Nouvelle-Aquitaine,14.287499,4.7458334,63.0,0.75,3,1,3,1,3
2023-01-12,Occitanie,18.0375,9.833333,51.375,0.9583333,3,1,2,1,3
2023-01-12,Pays de la Loire,11.391666,2.6875,76.0,0.4125,2,1,3,1,3
2023-01-12,Provence-Alpes-Côte d'Azur,8.150001,6.7833333,65.66666666666667,0.32916668,2,1,3,1,3
2023-01-12,Île-de-France,9.474999,7.2166667,66.375,1.1041666,2,1,3,1,3
2023-01-13,Auvergne-Rhône-Alpes,10.145833,12.412499,61.875,0.78749996,2,1,3,1,3
2023-01-13,Bourgogne-Franche-Comté,7.504167,3.5291665,76.875,0.28333333,2,1,3,1,3
2023-01-13,Bretagne,13.333333,5.133333,75.33333333333333,0.37083337,3,1,3,1,3
2023-01-13,Centre-Val de Loire,9.733334,2.9499998,77.375,0.40416667,2,1,3,1,3
2023-01-13,Corse,7.6749997,3.4333334,65.125,0.48333335,2,1,3,1,3
2023-01-13,Grand Est,7.245833,2.8500001,71.625,0.30416667,2,1,3,1,3
2023-01-13,Guadeloupe,18.533333,1.5729166,69.75,0.23750001,3,1,3,1,3
2023-01-13,Guyane,12.370833,0.056250002,53.375,0.05,2,1,2,1,2
2023-01-13,Hauts-de-France,13.866666,4.391667,78.0,0.60833335,3,1,3,1,3
2023-01-13,La Réunion,14.8125,0.23958333,41.5,0.23125,3,1,2,1,3
2023-01-13,Martinique,17.783335,2.7645833,62.375,0.9583333,3,1,3,1,3
2023-01-13,Mayotte,5.2125,0.004166667,27.0,0.052083332,1,1,1,1,1
2023-01-13,Normandie,15.224999,5.6416664,78.4,0.35416666,3,1,3,1,3
2023-01-13,Nouvelle-Aquitaine,12.191667,5.295833,67.125,0.39166668,2,1,3,1,3
2023-01-13,Occitanie,15.595833,10.779167,59.0,0.78749996,3,1,3,1,3
2023-01-13,Pays de la Loire,13.891666,4.7125,76.33333333333333,0.65000004,3,1,3,1,3
2023-01-13,Provence-Alpes-Côte d'Azur,8.900001,6.1041665,63.75,0.26666668,2,1,3,1,3
2023-01-13,Île-de-France,11.416667,11.900001,73.66666666666667,1.3874999,2,1,3,1,3
2023-01-14,Auvergne-Rhône-Alpes,10.441667,15.870833,50.625,0.6958334,2,1,2,1,2
2023-01-14,Bourgogne-Franche-Comté,7.433333,4.358333,61.375,0.25833336,2,1,3,1,3
2023-01-14,Bretagne,6.9541664,3.2458334,76.0,0.2541667,2,1,3,1,3
2023-01-14,Centre-Val de Loire,5.7916665,2.0375001,70.75,0.375,1,1,3,1,3
2023-01-14,Corse,6.0499997,2.4875,69.625,0.3,2,1,3,1,3
2023-01-14,Grand Est,6.320833,2.3291667,66.25,0.26666668,2,1,3,1,3
2023-01-14,Guadeloupe,14.258334,0.89375,61.875,0.13541667,3,1,3,1,3
2023-01-14,Guyane,4.7875,0.043750003,51.375,0.043750003,1,1,2,1,2
2023-01-14,Hauts-de-France,7.875,3.5,67.875,0.38750002,2,1,3,1,3
2023-01-14,La Réunion,14.875,0.18333334,33.375,0.24166667,3,1,2,1,3
2023-01-14,Martinique,16.1625,4.1124997,62.0,1.5187501,3,1,3,1,3
2023-01-14,Mayotte,3.1416667,0.014583333,27.625,0.025,1,1,1,1,1
2023-01-14,Normandie,5.8958335,3.3541667,73.625,0.24583334,1,1,3,1,3
2023-01-14,Nouvelle-Aquitaine,8.883333,4.3250003,49.75,0.675,2,1,2,1,2
2023-01-14,Occitanie,9.820833,7.804167,57.5,0.5541667,2,1,3,1,3
2023-01-14,Pays de la Loire,6.15,2.5041666,71.0,0.3125,2,1,3,1,3
2023-01-14,Provence-Alpes-Côte d'Azur,8.254167,6.054167,64.0,0.275,2,1,3,1,3
2023-01-14,Île-de-France,7.375,7.070833,67.375,1.0416666,2,1,3,1,3
2023-01-15,Auvergne-Rhône-Alpes,6.3125,7.679167,72.25,0.53333336,2,1,3,1,3
2023-01-15,Bourgogne-Franche-Comté,4.8708334,1.7041668,80.0,0.20833333,1,1,4,1,4
2023-01-15,Bretagne,6.933333,2.4875,74.75,0.21249999,2,1,3,1,3
2023-01-15,Centre-Val de Loire,5.5125003,1.6291666,84.0,0.25,1,1,4,1,4
2023-01-15,Corse,7.8624997,2.1291666,66.25,0.5166667,2,1,3,1,3
2023-01-15,Grand Est,4.6041665,1.6916666,76.5,0.21249999,1,1,3,1,3
2023-01-15,Guadeloupe,16.904167,0.5208333,65.125,0.21458334,3,1,3,1,3
2023-01-15,Guyane,4.7208333,0.0375,51.0,0.045833334,1,1,2,1,2
2023-01-15,Hauts-de-France,5.7374997,3.125,76.0,0.42083335,1,1,3,1,3
2023-01-15,La Réunion,15.620833,0.23333333,31.75,0.21666668,3,1,2,1,3
2023-01-15,Martinique,19.379168,4.602083,68.0,2.075,3,1,3,1,3
2023-01-15,Mayotte,3.2958333,0.0375,30.0,0.027083335,1,1,2,1,2
2023-01-15,Normandie,6.5375,2.6000001,78.0,0.24583334,2,1,3,1,3
2023-01-15,Nouvelle-Aquitaine,7.0875,2.0874999,72.25,0.25833336,2,1,3,1,3
2023-01-15,Occitanie,7.4249997,6.120833,68.375,0.39583334,2,1,3,1,3
2023-01-15,Pays de la Loire,7.8375,2.6958332,76.625,0.52916664,2,1,3,1,3
2023-01-15,Provence-Alpes-Côte d'Azur,6.2791667,3.8041668,72.25,0.30416667,2,1,3,1,3
2023-01-15,Île-de-France,7.0791664,6.179167,78.0,0.89166665,2,1,3,1,3
2023-01-16,Auvergne-Rhône-Alpes,4.4125,7.225,69.625,0.45416665,1,1,3,1,3
2023-01-16,Bourgogne-Franche-Comté,4.7541666,3.1499999,75.0,0.34166667,1,1,3,1,3
2023-01-16,Bretagne,7.4500003,5.329167,79.0,0.29166666,2,1,3,1,3
2023-01-16,Centre-Val de Loire,5.25,2.8208332,77.625,0.26250002,1,1,3,1,3
2023-01-16,Corse,6.3375,1.9916667,71.2,0.29583332,2,1,3,1,3
2023-01-16,Grand Est,4.570833,3.7749999,70.0,0.39166665,1,1,3,1,3
2023-01-16,Guadeloupe,10.175,1.7854166,64.5,0.52916664,2,1,3,1,3
2023-01-16,Guyane,3.0583334,0.072916664,48.75,0.14375,1,1,2,1,2
2023-01-16,Hauts-de-France,5.2000003,6.1541667,69.625,0.5708333,1,1,3,1,3
2023-01-16,La Réunion,18.483334,0.17500001,34.75,0.22083335,3,1,2,1,3
2023-01-16,Martinique,12.416667,6.0187497,55.625,2.5083334,2,1,3,1,3
2023-01-16,Mayotte,4.3624997,0.016666668,30.0,0.05,1,1,2,1,2
2023-01-16,Normandie,7.445833,6.7041664,75.66666666666667,0.32083336,2,1,3,1,3
2023-01-16,Nouvelle-Aquitaine,7.754167,2.8125,75.625,0.21249999,2,1,3,1,3
2023-01-16,Occitanie,6.1625,4.65,69.75,0.35833335,2,1,3,1,3
2023-01-16,Pays de la Loire,7.6458335,5.9041667,79.8,0.45000002,2,1,4,1,4
2023-01-16,Provence-Alpes-Côte d'Azur,6.1041665,5.4500003,70.0,0.30833334,2,1,3,1,3
2023-01-16,Île-de-France,7.004167,12.724999,73.0,1.375,2,1,3,1,3
2023-01-17,Auvergne-Rhône-Alpes,4.4041667,9.204166,70.375,0.5708333,1,1,3,1,3
2023-01-17,Bourgogne-Franche-Comté,5.0208335,8.212501,63.0,0.29583332,1,1,3,1,3
2023-01-17,Bretagne,7.275,7.2708335,65.0,0.3791667,2,1,3,1,3
2023-01-17,Centre-Val de Loire,4.304167,6.766667,55.0,0.18333334,1,1,3,1,3
2023-01-17,Corse,3.3791666,2.5791667,74.0,0.23750001,1,1,3,1,3
2023-01-17,Grand Est,7.0499997,7.9166665,59.333333333333336,0.45833334,2,1,3,1,3
2023-01-17,Guadeloupe,9.7375,4.86875,60.25,0.575,2,1,3,1,3
2023-01-17,Guyane,3.8791666,0.07916667,47.375,0.081250004,1,1,2,1,2
2023-01-17,Hauts-de-France,12.8875,18.345833,43.0,0.94166666,2,1,2,1,2
2023-01-17,La Réunion,17.520834,0.16875,36.25,0.19791667,3,1,2,1,3
2023-01-17,Martinique,12.325,4.05625,69.0,1.4125,2,1,3,1,3
2023-01-17,Mayotte,4.6749997,0.0,24.875,0.05,1,1,1,1,1
2023-01-17,Normandie,13.466667,15.275001,38.0,0.8041666,3,1,2,1,3
